ltspice_rx::signal_out[V(Saida)] (time),ltspice_rx::signal_out[V(Saida)] (signal)
0.0,0.3112677335739136
4.9999e-05,0.3112647831439972
4.999911e-05,0.3112647831439972
4.999922e-05,0.3112647831439972
4.99993384e-05,0.3112647831439972
4.999967069607747e-05,0.3112647831439972
5.0000002992154954e-05,0.3112647831439972
5.000007510308929e-05,0.3112647831439972
5.000014721402363e-05,0.3112647831439972
5.000131533427632e-05,0.3112647831439972
5.0002426534170126e-05,0.3112647831439972
5.000301725767675e-05,0.3112647831439972
5.000334806284046e-05,0.3112647831439972
5.000357150532005e-05,0.3112647831439972
5.000375269187308e-05,0.3112647831439972
5.000393387842611e-05,0.3112647831439972
5.000421626663891e-05,0.3112647831439972
5.0004404945858486e-05,0.3112647831439972
5.000459362507806e-05,0.3112647831439972
5.000516700182381e-05,0.3112647831439972
5.000571822402989e-05,0.3112647831439972
5.0006269446235975e-05,0.3112647831439972
5.0007541344354744e-05,0.3112647831439972
5.000881324247351e-05,0.3112647831439972
5.001475043577613e-05,0.31126469373703003
5.002068762907874e-05,0.3112645447254181
5.0023029812983176e-05,0.3112645745277405
5.0025706594588256e-05,0.31126484274864197
5.00286661389447e-05,0.31126540899276733
5.0030272207907745e-05,0.311266154050827
5.003241363319181e-05,0.3112679123878479
5.0036696483759934e-05,0.3112761378288269
5.004462315867662e-05,0.3113011121749878
5.00471928690175e-05,0.3113184869289398
5.0050619149472e-05,0.31135210394859314
5.0056489505971615e-05,0.3114556670188904
5.006823021897085e-05,0.31181010603904724
5.0075296417367815e-05,0.31211864948272705
5.0076912244991366e-05,0.3122296929359436
5.008014390023847e-05,0.3124837279319763
5.008660721073267e-05,0.3131720721721649
5.009897792650953e-05,0.31509387493133545
5.01107924774398e-05,0.3175186812877655
5.011326662059517e-05,0.31826913356781006
5.0118214906905914e-05,0.31995850801467896
5.0128111479527404e-05,0.3243892788887024
5.014790462477038e-05,0.33720317482948303
5.017140043634649e-05,0.3571353554725647
5.0183276323492276e-05,0.3728023171424866
5.019911083968666e-05,0.3995642364025116
5.0230779872075425e-05,0.4692785441875458
5.026042097830809e-05,0.548794150352478
5.0277475923967235e-05,0.6103878617286682
5.0300215851512767e-05,0.7046581506729126
5.034569570660383e-05,0.9185165166854858
5.039281959057342e-05,1.159891963005066
5.040424516890393e-05,1.2211015224456787
5.041142862134813e-05,1.2601033449172974
5.042579552623653e-05,1.3296034336090088
5.045452933601333e-05,1.4273611307144165
5.0483741422026446e-05,1.476920247077942
5.051920792011797e-05,1.4970768690109253
5.056225870784052e-05,1.5056995153427124
5.060702200253939e-05,1.510387897491455
5.061337051451383e-05,1.510814905166626
5.06260675384627e-05,1.511627435684204
5.0651461586360456e-05,1.5130743980407715
5.0702249682155956e-05,1.515509843826294
5.076030676470538e-05,1.5177804231643677
5.081825372149276e-05,1.519627332687378
5.086641808286893e-05,1.5209583044052124
5.0884128172371984e-05,1.5213773250579834
5.090774162504272e-05,1.5219022035598755
5.0954968530384196e-05,1.522849202156067
5.104942234106715e-05,1.524480938911438
5.1158042652349934e-05,1.5261181592941284
5.11711976539644e-05,1.5262823104858398
5.119750765719332e-05,1.526599645614624
5.125012766365117e-05,1.527197003364563
5.12987843037912e-05,1.527693748474121
5.135553395003107e-05,1.528167963027954
5.141351685800035e-05,1.5285166501998901
5.145262257414154e-05,1.5286527872085571
5.149736292721896e-05,1.5287309885025024
5.1511555749571094e-05,1.5287342071533203
5.153047951270726e-05,1.5287336111068726
5.1568327038979595e-05,1.5287359952926636
5.164046665112592e-05,1.5288000106811523
5.1703807892307214e-05,1.5289628505706787
5.175309338337216e-05,1.5291942358016968
5.180482240598902e-05,1.5295178890228271
5.1858789465859666e-05,1.5298864841461182
5.191052557878137e-05,1.5302340984344482
5.1964187534367226e-05,1.5305800437927246
5.198235761530632e-05,1.5306899547576904
5.200658438989179e-05,1.5308325290679932
5.2055037939062714e-05,1.5311040878295898
5.215194503740457e-05,1.5316141843795776
5.222014712937253e-05,1.531948447227478
5.227897815501191e-05,1.5322164297103882
5.23387746497101e-05,1.5324712991714478
5.241504347376938e-05,1.5327742099761963
5.25073637052991e-05,1.5331186056137085
5.252729425680692e-05,1.5331894159317017
5.2539079338657503e-05,1.5332293510437012
5.256264950235866e-05,1.5333077907562256
5.260978982976097e-05,1.5334584712982178
5.269253710730844e-05,1.5337051153182983
5.2799694707319e-05,1.5339888334274292
5.288077160114253e-05,1.5341607332229614
5.294254784420737e-05,1.5342499017715454
5.300153199532179e-05,1.5343037843704224
5.3061430675519436e-05,1.5343530178070068
5.313700042034574e-05,1.5344386100769043
5.320174398987345e-05,1.5345420837402344
5.3275706606136586e-05,1.5346823930740356
5.335128055718558e-05,1.5348273515701294
5.3443212219902956e-05,1.53499436378479
5.353548955410786e-05,1.5351523160934448
5.360421779002567e-05,1.5352636575698853
5.3664169706743036e-05,1.535356044769287
5.372371769799646e-05,1.5354440212249756
5.3784252010980123e-05,1.535529375076294
5.385893033243173e-05,1.535629391670227
5.394957609047924e-05,1.535742998123169
5.406170895039154e-05,1.5358721017837524
5.420837383527271e-05,1.5360246896743774
5.432098302614514e-05,1.5361294746398926
5.4388527215874475e-05,1.5361846685409546
5.444801659867756e-05,1.5362268686294556
5.450888042815526e-05,1.5362666845321655
5.457992721600791e-05,1.5363132953643799
5.4670390696667134e-05,1.5363739728927612
5.47778290285845e-05,1.536444067955017
5.4918875851049264e-05,1.536530613899231
5.502589127635894e-05,1.5365926027297974
5.509430371300424e-05,1.536630392074585
5.515395102621927e-05,1.536661982536316
5.521591931036681e-05,1.536693811416626
5.527651200744729e-05,1.5367236137390137
5.536462092712755e-05,1.5367648601531982
5.545965120250165e-05,1.5368064641952515
5.558927277619212e-05,1.536858081817627
5.5721931867363145e-05,1.5369060039520264
5.579721051253337e-05,1.5369305610656738
5.58572763626827e-05,1.5369486808776855
5.591697858943881e-05,1.5369656085968018
5.597751456916306e-05,1.5369818210601807
