ltspice_rx::signal_out[V(Saida)] (time),ltspice_rx::signal_out[V(Saida)] (signal)
0.0,0.25113576650619507
4.9999e-05,0.2511347830295563
4.999922444047865e-05,0.2511347830295563
4.99994488809573e-05,0.2511347830295563
4.999972593655613e-05,0.2511347830295563
5.0000002992154954e-05,0.2511347830295563
5.000017301326209e-05,0.2511347830295563
5.000034303436922e-05,0.2511347830295563
5.000131533427632e-05,0.2511347830295563
5.0002426534170126e-05,0.2511347830295563
5.000301725767675e-05,0.2511347830295563
5.000357150532005e-05,0.2511347830295563
5.000375269187308e-05,0.2511347830295563
5.000393387842611e-05,0.2511347830295563
5.000421626663891e-05,0.2511347830295563
5.0004404945858486e-05,0.2511347830295563
5.000459362507806e-05,0.2511347830295563
5.000516700182381e-05,0.2511347830295563
5.000573605497731e-05,0.2511347830295563
5.000630510813081e-05,0.2511347830295563
5.000775077952702e-05,0.2511347830295563
5.000919645092322e-05,0.2511347830295563
5.00161131319532e-05,0.2511347532272339
5.0023029812983176e-05,0.2511346936225891
5.0025706594588256e-05,0.25113481283187866
5.0029201495265715e-05,0.25113505125045776
5.003241363319181e-05,0.25113582611083984
5.0036696483759934e-05,0.2511385679244995
5.004462315867662e-05,0.2511468827724457
5.00471928690175e-05,0.2511526942253113
5.0050619149472e-05,0.2511642873287201
5.0057471710381e-05,0.2512092590332031
5.0071176832199e-05,0.25135841965675354
5.0075296417367815e-05,0.251422256231308
5.007693488877846e-05,0.2514599561691284
5.008021183159975e-05,0.25154632329940796
5.0086765717242326e-05,0.25178059935569763
5.009912370664789e-05,0.25242406129837036
5.01107924774398e-05,0.25322601199150085
5.011326407532091e-05,0.2534765303134918
5.011820727108313e-05,0.2540406584739685
5.012809366260758e-05,0.2555217146873474
5.014786644565648e-05,0.2598177492618561
5.017140043634649e-05,0.26653382182121277
5.018326410617583e-05,0.271832138299942
5.019908233261495e-05,0.28096503019332886
5.023071878549318e-05,0.3051123023033142
5.026042097830809e-05,0.33309999108314514
