ltspice_rx::signal_out[V(Saida)] (time),ltspice_rx::signal_out[V(Saida)] (signal)
0.0,0.5551362633705139
4.9999e-05,0.5551252365112305
4.99991e-05,0.5551252365112305
4.99993128e-05,0.5551252365112305
4.999964393376843e-05,0.5551252365112305
4.9999975067536865e-05,0.5551252365112305
5.0000002992154954e-05,0.5551252365112305
5.000007510308929e-05,0.5551252365112305
5.000014721402363e-05,0.5551252365112305
5.0000731274149974e-05,0.5551252365112305
5.000131533427632e-05,0.5551252365112305
5.0001666734484454e-05,0.5551252365112305
5.0002426534170126e-05,0.5551252365112305
5.000260375122211e-05,0.5551252365112305
5.000284004062476e-05,0.5551252365112305
5.000301725767675e-05,0.5551252365112305
5.000315903131834e-05,0.5551252365112305
5.000334806284046e-05,0.5551252365112305
5.000357150532005e-05,0.5551252365112305
5.0003672164516174e-05,0.5551252365112305
5.000390703597381e-05,0.5551252365112305
5.000409493313992e-05,0.5551252365112305
5.000421626663891e-05,0.5551252365112305
5.0004404945858486e-05,0.5551252365112305
5.000459362507806e-05,0.5551252365112305
5.000479977511173e-05,0.5551252365112305
5.000516700182381e-05,0.5551252365112305
5.000566631964485e-05,0.5551252961158752
5.0006165637465897e-05,0.5551252961158752
5.000738972208426e-05,0.5551252961158752
5.000861380670262e-05,0.5551252961158752
5.001167613931897e-05,0.5551251769065857
5.001473847193532e-05,0.5551249980926514
5.001669837414576e-05,0.555124819278717
5.001816223908604e-05,0.5551246404647827
5.001983522758921e-05,0.5551244616508484
5.002102222677937e-05,0.5551244020462036
5.002169142218064e-05,0.5551244020462036
5.0023029812983176e-05,0.5551245212554932
5.0025706594588256e-05,0.5551255345344543
5.00286661389447e-05,0.5551275610923767
5.0030272207907745e-05,0.5551303625106812
5.003241363319181e-05,0.5551364421844482
5.003571760332971e-05,0.5551558136940002
5.0042325543605514e-05,0.5552224516868591
5.004462315867662e-05,0.5552558898925781
5.0045365102414135e-05,0.5552721619606018
5.0046848989889155e-05,0.5553092956542969
5.0049816764839195e-05,0.5554103255271912
5.005559850403062e-05,0.5557606220245361
5.0067161982413465e-05,0.5569902062416077
5.0075296417367815e-05,0.5582615733146667
5.007695073014951e-05,0.5586795806884766
5.008025935571289e-05,0.5596376657485962
5.008687660683966e-05,0.5622556805610657
5.0099928890952684e-05,0.5697034597396851
5.01107924774398e-05,0.5778284668922424
5.01134029342624e-05,0.5806745886802673
5.011862384790761e-05,0.5870843529701233
5.012906567519803e-05,0.6037611961364746
5.014994932977886e-05,0.6497533321380615
5.017140043634649e-05,0.7093281149864197
5.0179232931958676e-05,0.7387186884880066
5.018967625944159e-05,0.7819532752037048
5.0210562914407424e-05,0.8772228360176086
5.023470884245295e-05,0.996732771396637
5.026042097830809e-05,1.130336046218872
5.0269706670799917e-05,1.180249810218811
5.028208759412235e-05,1.2455620765686035
5.030684944076721e-05,1.3559497594833374
5.034209565293226e-05,1.452630639076233
5.037886465569289e-05,1.4932129383087158
5.040424516890393e-05,1.5020543336868286
5.0411598969456054e-05,1.5031399726867676
5.042630657056031e-05,1.5050575733184814
5.0455721772768815e-05,1.50803542137146
5.051455217718583e-05,1.5122071504592896
5.060702200253939e-05,1.5170079469680786
5.06423202451896e-05,1.5182092189788818
5.068938456872321e-05,1.5195916891098022
5.0783513215790434e-05,1.5219111442565918
5.086641808286893e-05,1.523655652999878
5.092289527110926e-05,1.5245723724365234
5.099819818876304e-05,1.5256352424621582
5.1158042652349934e-05,1.527613878250122
5.12873834482607e-05,1.5287985801696777
5.143520150073014e-05,1.5299590826034546
5.152692653771285e-05,1.5305856466293335
5.1586053758700633e-05,1.530935287475586
5.170430820067619e-05,1.5315577983856201
5.1964187534367226e-05,1.532758355140686
5.210441023280681e-05,1.533250093460083
5.229137383072626e-05,1.5338176488876343
5.252729425680692e-05,1.5344525575637817
5.263947241555859e-05,1.5346927642822266
5.278904329389415e-05,1.5349763631820679
5.308818505056527e-05,1.5354386568069458
5.36864685639075e-05,1.5360959768295288
5.46864685639075e-05,1.5367738008499146
5.56864685639075e-05,1.5371370315551758
5.6686468563907495e-05,1.5373108386993408
5.768646856390749e-05,1.5373969078063965
5.868646856390749e-05,1.5374414920806885
6.12671759694284e-05,1.537479043006897
6.384788337494931e-05,1.5374823808670044
